0,1,2,3,4,5,6,7,8
01,01_Lomé.Nekketsu_23.01.23_matin_BI,"('f', 'Meta')","('p', 'B')","('p', 'Meta')","('p', 'T')","('f', 'T')","('f', 'Meta')","('p', 'Meta')"
02,02_Lips.Pipo_25.01.23_matin_UNI,"('f', 'Meta')","('f', 'B')","('f', 'B')","('f', 'T')","('f', 'Meta')","('f', 'Meta')"
03,03_Bobo.Mako_26.01.23_matin_UNI,"('f', 'Meta')","('p', 'L')","('p', 'Meta')","('p', 'B')","('p', 'T')","('f', 'B')","('p', 'Meta')","('f', 'Meta')"
04,04_Angèle.Violette_26.01.23_matin_UNI,"('f', 'Meta')","('f', 'B')","('f', 'L')","('f', 'T')","('p', 'Meta')","('f', 'T')","('p', 'Meta')","('f', 'Meta')"
05,05_Bobo.Muse_30.01.23_matin_UNI,"('p', 'Meta')","('p', 'L')","('f', 'Meta')","('p', 'T')","('p', 'T')","('p', 'Meta')","('f', 'Meta')"
06,06_Bobo.Muse_30.01.23_aprem_UNI,"('f', 'Meta')","('p', 'Meta')","('p', 'L')","('p', 'T')","('p', 'T')","('f', 'B')","('p', 'Meta')","('f', 'Meta')"
07,07_Fana.Petoulette_31.01.23_matin_UNI,"('p', 'Meta')","('p', 'L')","('p', 'L')","('p', 'T')","('p', 'T')","('p', 'Meta')","('f', 'Meta')"
08,08_Petoulette.Pipo_01.02.23_matin.UNI,"('f', 'Meta')","('f', 'L')","('f', 'T')","('f', 'T')","('p', 'Meta')","('p', 'Meta')","('f', 'Meta')","('p', 'Meta')"
09,09_Nekketsu.Feya_15.03.23_aprem_UNI,"('p', 'Meta')","('f', 'Meta')","('f', 'L')","('f', 'T')","('f', 'T')","('p', 'Meta')","('f', 'Meta')"
10,10_Fana.Mali_15.03.23_aprem_UNI,"('f', 'Meta')","('p', 'Meta')","('p', 'L')","('p', 'B')","('p', 'T')","('f', 'Meta')","('f', 'Meta')","('p', 'Meta')"
